datetime,datetime,year,month,day,random,sazonal,timeSeries
2003-01-01 00:00:00,2003-01-01 00:00:00,2003,1,1,0.4073414607713768,1.0,10.407341460771377
2003-01-01 01:00:00,2003-01-01 01:00:00,2003,1,1,0.6862916986648404,0.9999997588734665,10.686289287399505
2003-01-01 02:00:00,2003-01-01 02:00:00,2003,1,1,0.44025856322937973,0.9999990354939822,10.440248918169202
2003-01-01 03:00:00,2003-01-01 03:00:00,2003,1,1,0.41847075255187993,0.999997829861896,10.418449051170839
2003-01-01 04:00:00,2003-01-01 04:00:00,2003,1,1,0.1272649777789694,0.9999961419777894,10.127226397556862
2003-01-01 05:00:00,2003-01-01 05:00:00,2003,1,1,0.9310561951607197,0.9999939718424762,10.930995913585482
2003-01-01 06:00:00,2003-01-01 06:00:00,2003,1,1,0.2022481914664943,0.9999913194570031,10.202161386036526
2003-01-01 07:00:00,2003-01-01 07:00:00,2003,1,1,0.5555777569005993,0.9999881848226492,10.55545960512709
2003-01-01 08:00:00,2003-01-01 08:00:00,2003,1,1,0.9378697756464509,0.9999845679409262,10.937715455055713
2003-01-01 09:00:00,2003-01-01 09:00:00,2003,1,1,0.2030328069314361,0.9999804688135782,10.202837495067218
2003-01-01 10:00:00,2003-01-01 10:00:00,2003,1,1,0.5646843418298572,0.9999758874425823,10.564443216255679
2003-01-01 11:00:00,2003-01-01 11:00:00,2003,1,1,0.8999482757616633,0.9999708238301476,10.899656514063139
2003-01-01 12:00:00,2003-01-01 12:00:00,2003,1,1,0.7164617572044822,0.9999652779787161,10.716114536991645
2003-01-01 13:00:00,2003-01-01 13:00:00,2003,1,1,0.29896270452385487,0.9999592498909624,10.29855520343348
2003-01-01 14:00:00,2003-01-01 14:00:00,2003,1,1,0.11873781755506574,0.9999527395697936,10.118265213253
2003-01-01 15:00:00,2003-01-01 15:00:00,2003,1,1,0.6770224811796972,0.9999457470183493,10.676479951363191
2003-01-01 16:00:00,2003-01-01 16:00:00,2003,1,1,0.2354425111676791,0.9999382722400014,10.234825233567694
2003-01-01 17:00:00,2003-01-01 17:00:00,2003,1,1,0.6820548433615793,0.9999303152383551,10.68135799574513
2003-01-01 18:00:00,2003-01-01 18:00:00,2003,1,1,0.11568612108441112,0.9999218760172474,10.114904881256884
2003-01-01 19:00:00,2003-01-01 19:00:00,2003,1,1,0.1857916375058256,0.999912954580748,10.184921183313307
2003-01-01 20:00:00,2003-01-01 20:00:00,2003,1,1,0.4328512999319628,0.9999035509331596,10.43188680926356
2003-01-01 21:00:00,2003-01-01 21:00:00,2003,1,1,0.24432146036426994,0.9998936650790171,10.243258111154441
2003-01-01 22:00:00,2003-01-01 22:00:00,2003,1,1,0.8787645077493029,0.9998832970230879,10.877597477980181
2003-01-01 23:00:00,2003-01-01 23:00:00,2003,1,1,0.23422644968312034,0.9998724467703719,10.23295091738684
2003-01-02 00:00:00,2003-01-02 00:00:00,2003,1,2,0.7654997443742142,0.9998611143261019,10.764110887635233
2003-01-02 01:00:00,2003-01-02 01:00:00,2003,1,2,0.990525118259938,0.9998492996957429,10.989018115217368
2003-01-02 02:00:00,2003-01-02 02:00:00,2003,1,2,0.5136728155358865,0.9998370028849926,10.512042844385814
2003-01-02 03:00:00,2003-01-02 03:00:00,2003,1,2,0.2171825099637925,0.999824223899781,10.215424748961603
2003-01-02 04:00:00,2003-01-02 04:00:00,2003,1,2,0.19962374392218674,0.9998109627462709,10.197733371384896
