datetime,datetime,year,month,day,random,sazonal,timeSeries
2004-01-01 00:00:00,2004-01-01 00:00:00,2004,1,1,0.02540178215445066,1.0,10.02540178215445
2004-01-01 01:00:00,2004-01-01 01:00:00,2004,1,1,0.4273426875607599,0.9999997588734665,10.427340276295425
2004-01-01 02:00:00,2004-01-01 02:00:00,2004,1,1,0.9179224275435396,0.9999990354939822,10.917912782483361
2004-01-01 03:00:00,2004-01-01 03:00:00,2004,1,1,0.7428584006195679,0.999997829861896,10.742836699238527
2004-01-01 04:00:00,2004-01-01 04:00:00,2004,1,1,0.41414962331849403,0.9999961419777894,10.414111043096387
2004-01-01 05:00:00,2004-01-01 05:00:00,2004,1,1,0.43940850389835073,0.9999939718424762,10.439348222323114
2004-01-01 06:00:00,2004-01-01 06:00:00,2004,1,1,0.5200267018920253,0.9999913194570031,10.519939896462056
2004-01-01 07:00:00,2004-01-01 07:00:00,2004,1,1,0.6373642053538185,0.9999881848226492,10.637246053580311
2004-01-01 08:00:00,2004-01-01 08:00:00,2004,1,1,0.15952853398884748,0.9999845679409262,10.15937421339811
2004-01-01 09:00:00,2004-01-01 09:00:00,2004,1,1,0.4744242224927159,0.9999804688135782,10.474228910628499
2004-01-01 10:00:00,2004-01-01 10:00:00,2004,1,1,0.48531250446258944,0.9999758874425823,10.485071378888412
2004-01-01 11:00:00,2004-01-01 11:00:00,2004,1,1,0.9035336152184599,0.9999708238301476,10.903241853519937
2004-01-01 12:00:00,2004-01-01 12:00:00,2004,1,1,0.9331049345789886,0.9999652779787161,10.93275771436615
2004-01-01 13:00:00,2004-01-01 13:00:00,2004,1,1,0.10442532864218934,0.9999592498909624,10.104017827551814
2004-01-01 14:00:00,2004-01-01 14:00:00,2004,1,1,0.8194509195152331,0.9999527395697936,10.818978315213169
2004-01-01 15:00:00,2004-01-01 15:00:00,2004,1,1,0.432708087937976,0.9999457470183493,10.43216555812147
2004-01-01 16:00:00,2004-01-01 16:00:00,2004,1,1,0.31210897978304997,0.9999382722400014,10.311491702183064
2004-01-01 17:00:00,2004-01-01 17:00:00,2004,1,1,0.0005980312641479246,0.9999303152383551,9.9999011836477
2004-01-01 18:00:00,2004-01-01 18:00:00,2004,1,1,0.2789834536254394,0.9999218760172474,10.278202213797913
2004-01-01 19:00:00,2004-01-01 19:00:00,2004,1,1,0.028559000653026856,0.999912954580748,10.027688546460508
2004-01-01 20:00:00,2004-01-01 20:00:00,2004,1,1,0.6136722278114767,0.9999035509331596,10.612707737143074
2004-01-01 21:00:00,2004-01-01 21:00:00,2004,1,1,0.43299081953882324,0.9998936650790171,10.431927470328993
2004-01-01 22:00:00,2004-01-01 22:00:00,2004,1,1,0.5507299844116749,0.9998832970230879,10.549562954642553
2004-01-01 23:00:00,2004-01-01 23:00:00,2004,1,1,0.5146236363126087,0.9998724467703719,10.513348104016327
2004-01-02 00:00:00,2004-01-02 00:00:00,2004,1,2,0.4352817752283509,0.9998611143261019,10.43389291848937
2004-01-02 01:00:00,2004-01-02 01:00:00,2004,1,2,0.9865002291925316,0.9998492996957429,10.98499322614996
2004-01-02 02:00:00,2004-01-02 02:00:00,2004,1,2,0.3453169214598417,0.9998370028849926,10.343686950309769
2004-01-02 03:00:00,2004-01-02 03:00:00,2004,1,2,0.5784455325892912,0.999824223899781,10.5766877715871
2004-01-02 04:00:00,2004-01-02 04:00:00,2004,1,2,0.6657369050107428,0.9998109627462709,10.663846532473451
2004-01-02 05:00:00,2004-01-02 05:00:00,2004,1,2,0.8931845885684933,0.9997972194308576,10.89115678287707
2004-01-02 06:00:00,2004-01-02 06:00:00,2004,1,2,0.3871951023004466,0.9997829939601689,10.385025041902136
2004-01-02 07:00:00,2004-01-02 07:00:00,2004,1,2,0.41254712710877806,0.999768286341065,10.410229990519428
2004-01-02 08:00:00,2004-01-02 08:00:00,2004,1,2,0.5671981706288692,0.9997530965806385,10.564729136435254
2004-01-02 09:00:00,2004-01-02 09:00:00,2004,1,2,0.43466951146291066,0.999737424686215,10.43204375832506
2004-01-02 10:00:00,2004-01-02 10:00:00,2004,1,2,0.6126035436895964,0.9997212706653522,10.609816250343119
2004-01-02 11:00:00,2004-01-02 11:00:00,2004,1,2,0.051869574718493294,0.9997046345258405,10.048915919976897
2004-01-02 12:00:00,2004-01-02 12:00:00,2004,1,2,0.4391197338564983,0.9996875162757026,10.435994896613526
2004-01-02 13:00:00,2004-01-02 13:00:00,2004,1,2,0.06241119268449902,0.9996699159231939,10.059110351916438
2004-01-02 14:00:00,2004-01-02 14:00:00,2004,1,2,0.1371537216344827,0.9996518334768022,10.133672056402505
2004-01-02 15:00:00,2004-01-02 15:00:00,2004,1,2,0.16509639917811292,0.9996332689452478,10.161429088630591
2004-01-02 16:00:00,2004-01-02 16:00:00,2004,1,2,0.9176119177238092,0.9996142223374836,10.913754141098645
2004-01-02 17:00:00,2004-01-02 17:00:00,2004,1,2,0.6051680140953839,0.9995946936626949,10.601114950722334
2004-01-02 18:00:00,2004-01-02 18:00:00,2004,1,2,0.8191486756378024,0.9995746829302993,10.814895504940795
2004-01-02 19:00:00,2004-01-02 19:00:00,2004,1,2,0.6982236098927558,0.9995541901499472,10.693765511392227
2004-01-02 20:00:00,2004-01-02 20:00:00,2004,1,2,0.3960601653805438,0.9995332153315211,10.391392318695754
2004-01-02 21:00:00,2004-01-02 21:00:00,2004,1,2,0.5350096655619458,0.9995117584851364,10.53012725041331
