datetime,datetime,year,month,day,random,sazonal,timeSeries
2006-01-01 00:00:00,2006-01-01 00:00:00,2006,1,1,0.8013104868124671,1.0,10.801310486812467
2006-01-01 01:00:00,2006-01-01 01:00:00,2006,1,1,0.08957522016779507,0.9999997588734665,10.08957280890246
2006-01-01 02:00:00,2006-01-01 02:00:00,2006,1,1,0.8397303870244811,0.9999990354939822,10.839720741964303
2006-01-01 03:00:00,2006-01-01 03:00:00,2006,1,1,0.3454111544877082,0.999997829861896,10.345389453106668
2006-01-01 04:00:00,2006-01-01 04:00:00,2006,1,1,0.5345165492711866,0.9999961419777894,10.53447796904908
2006-01-01 05:00:00,2006-01-01 05:00:00,2006,1,1,0.9372499429264775,0.9999939718424762,10.93718966135124
2006-01-01 06:00:00,2006-01-01 06:00:00,2006,1,1,0.832732670265166,0.9999913194570031,10.832645864835197
2006-01-01 07:00:00,2006-01-01 07:00:00,2006,1,1,0.08035557028363305,0.9999881848226492,10.080237418510125
2006-01-01 08:00:00,2006-01-01 08:00:00,2006,1,1,0.5038804273365407,0.9999845679409262,10.503726106745802
2006-01-01 09:00:00,2006-01-01 09:00:00,2006,1,1,0.9103705813715675,0.9999804688135782,10.91017526950735
2006-01-01 10:00:00,2006-01-01 10:00:00,2006,1,1,0.45954348099346587,0.9999758874425823,10.459302355419288
2006-01-01 11:00:00,2006-01-01 11:00:00,2006,1,1,0.7831474579047146,0.9999708238301476,10.782855696206191
2006-01-01 12:00:00,2006-01-01 12:00:00,2006,1,1,0.8606341128644343,0.9999652779787161,10.860286892651596
2006-01-01 13:00:00,2006-01-01 13:00:00,2006,1,1,0.9827858266526764,0.9999592498909624,10.982378325562301
2006-01-01 14:00:00,2006-01-01 14:00:00,2006,1,1,0.36605848724498424,0.9999527395697936,10.36558588294292
2006-01-01 15:00:00,2006-01-01 15:00:00,2006,1,1,0.2407991658943106,0.9999457470183493,10.240256636077804
2006-01-01 16:00:00,2006-01-01 16:00:00,2006,1,1,0.20248470822129494,0.9999382722400014,10.20186743062131
2006-01-01 17:00:00,2006-01-01 17:00:00,2006,1,1,0.15779442798536558,0.9999303152383551,10.157097580368916
2006-01-01 18:00:00,2006-01-01 18:00:00,2006,1,1,0.44801021790925644,0.9999218760172474,10.44722897808173
2006-01-01 19:00:00,2006-01-01 19:00:00,2006,1,1,0.695063750506698,0.999912954580748,10.694193296314179
2006-01-01 20:00:00,2006-01-01 20:00:00,2006,1,1,0.3973982289195538,0.9999035509331596,10.396433738251151
2006-01-01 21:00:00,2006-01-01 21:00:00,2006,1,1,0.9398077467529438,0.9998936650790171,10.938744397543115
2006-01-01 22:00:00,2006-01-01 22:00:00,2006,1,1,0.3768542219166101,0.9998832970230879,10.375687192147488
2006-01-01 23:00:00,2006-01-01 23:00:00,2006,1,1,0.27062410599790043,0.9998724467703719,10.269348573701619
2006-01-02 00:00:00,2006-01-02 00:00:00,2006,1,2,0.34133223660244316,0.9998611143261019,10.339943379863463
