datetime,datetime,year,month,day,random,sazonal,timeSeries
2007-01-01 00:00:00,2007-01-01 00:00:00,2007,1,1,0.4424236594115817,1.0,10.442423659411581
2007-01-01 01:00:00,2007-01-01 01:00:00,2007,1,1,0.878532351372272,0.9999997588734665,10.878529940106937
2007-01-01 02:00:00,2007-01-01 02:00:00,2007,1,1,0.6120311290602171,0.9999990354939822,10.612021484000039
2007-01-01 03:00:00,2007-01-01 03:00:00,2007,1,1,0.5839933170180389,0.999997829861896,10.583971615636997
2007-01-01 04:00:00,2007-01-01 04:00:00,2007,1,1,0.2797832743613847,0.9999961419777894,10.279744694139278
2007-01-01 05:00:00,2007-01-01 05:00:00,2007,1,1,0.9143999931307325,0.9999939718424762,10.914339711555495
2007-01-01 06:00:00,2007-01-01 06:00:00,2007,1,1,0.18051162830580503,0.9999913194570031,10.180424822875835
2007-01-01 07:00:00,2007-01-01 07:00:00,2007,1,1,0.2717414125312735,0.9999881848226492,10.271623260757766
2007-01-01 08:00:00,2007-01-01 08:00:00,2007,1,1,0.21003508733097742,0.9999845679409262,10.20988076674024
2007-01-01 09:00:00,2007-01-01 09:00:00,2007,1,1,0.1960656960519408,0.9999804688135782,10.195870384187723
2007-01-01 10:00:00,2007-01-01 10:00:00,2007,1,1,0.09837807323999292,0.9999758874425823,10.098136947665814
2007-01-01 11:00:00,2007-01-01 11:00:00,2007,1,1,0.6859441035560364,0.9999708238301476,10.685652341857512
2007-01-01 12:00:00,2007-01-01 12:00:00,2007,1,1,0.6466760277163894,0.9999652779787161,10.64632880750355
2007-01-01 13:00:00,2007-01-01 13:00:00,2007,1,1,0.09592555192630303,0.9999592498909624,10.095518050835928
2007-01-01 14:00:00,2007-01-01 14:00:00,2007,1,1,0.6568849367092828,0.9999527395697936,10.656412332407218
2007-01-01 15:00:00,2007-01-01 15:00:00,2007,1,1,0.27898900222055156,0.9999457470183493,10.278446472404045
2007-01-01 16:00:00,2007-01-01 16:00:00,2007,1,1,0.42453845802522283,0.9999382722400014,10.423921180425237
2007-01-01 17:00:00,2007-01-01 17:00:00,2007,1,1,0.33950188008925675,0.9999303152383551,10.338805032472807
2007-01-01 18:00:00,2007-01-01 18:00:00,2007,1,1,0.25622773941514354,0.9999218760172474,10.255446499587617
2007-01-01 19:00:00,2007-01-01 19:00:00,2007,1,1,0.7011778272813949,0.999912954580748,10.700307373088876
2007-01-01 20:00:00,2007-01-01 20:00:00,2007,1,1,0.3644185319527551,0.9999035509331596,10.363454041284351
2007-01-01 21:00:00,2007-01-01 21:00:00,2007,1,1,0.8157636424155236,0.9998936650790171,10.814700293205695
2007-01-01 22:00:00,2007-01-01 22:00:00,2007,1,1,0.13635432894481847,0.9998832970230879,10.135187299175698
2007-01-01 23:00:00,2007-01-01 23:00:00,2007,1,1,0.2800592161309039,0.9998724467703719,10.278783683834622
2007-01-02 00:00:00,2007-01-02 00:00:00,2007,1,2,0.6143489588467149,0.9998611143261019,10.612960102107735
2007-01-02 01:00:00,2007-01-02 01:00:00,2007,1,2,0.369530458948494,0.9998492996957429,10.368023455905924
2007-01-02 02:00:00,2007-01-02 02:00:00,2007,1,2,0.19626828296549215,0.9998370028849926,10.19463831181542
2007-01-02 03:00:00,2007-01-02 03:00:00,2007,1,2,0.8879213765870925,0.999824223899781,10.886163615584902
2007-01-02 04:00:00,2007-01-02 04:00:00,2007,1,2,0.7216296931966165,0.9998109627462709,10.719739320659325
2007-01-02 05:00:00,2007-01-02 05:00:00,2007,1,2,0.9114007534983651,0.9997972194308576,10.909372947806942
2007-01-02 06:00:00,2007-01-02 06:00:00,2007,1,2,0.5975406781319653,0.9997829939601689,10.595370617733654
2007-01-02 07:00:00,2007-01-02 07:00:00,2007,1,2,0.8992183111496204,0.999768286341065,10.89690117456027
2007-01-02 08:00:00,2007-01-02 08:00:00,2007,1,2,0.6253088359724386,0.9997530965806385,10.622839801778824
2007-01-02 09:00:00,2007-01-02 09:00:00,2007,1,2,0.0696421206177914,0.999737424686215,10.06701636747994
2007-01-02 10:00:00,2007-01-02 10:00:00,2007,1,2,0.7405377485284831,0.9997212706653522,10.737750455182006
2007-01-02 11:00:00,2007-01-02 11:00:00,2007,1,2,0.3069584710208,0.9997046345258405,10.304004816279203
2007-01-02 12:00:00,2007-01-02 12:00:00,2007,1,2,0.9220227100998101,0.9996875162757026,10.918897872856837
2007-01-02 13:00:00,2007-01-02 13:00:00,2007,1,2,0.2355743556485551,0.9996699159231939,10.232273514880495
2007-01-02 14:00:00,2007-01-02 14:00:00,2007,1,2,0.37318952013594675,0.9996518334768022,10.369707854903968
2007-01-02 15:00:00,2007-01-02 15:00:00,2007,1,2,0.175605539716444,0.9996332689452478,10.171938229168923
2007-01-02 16:00:00,2007-01-02 16:00:00,2007,1,2,0.7989478527168125,0.9996142223374836,10.795090076091649
2007-01-02 17:00:00,2007-01-02 17:00:00,2007,1,2,0.3219107049839821,0.9995946936626949,10.317857641610932
2007-01-02 18:00:00,2007-01-02 18:00:00,2007,1,2,0.6672258898259388,0.9995746829302993,10.662972719128932
2007-01-02 19:00:00,2007-01-02 19:00:00,2007,1,2,0.6204826319250991,0.9995541901499472,10.616024533424572
2007-01-02 20:00:00,2007-01-02 20:00:00,2007,1,2,0.22149144437144175,0.9995332153315211,10.216823597686652
2007-01-02 21:00:00,2007-01-02 21:00:00,2007,1,2,0.3595827874725961,0.9995117584851364,10.354700372323961
2007-01-02 22:00:00,2007-01-02 22:00:00,2007,1,2,0.46397263804236133,0.9994898196211406,10.458870834253768
2007-01-02 23:00:00,2007-01-02 23:00:00,2007,1,2,0.977385434078156,0.9994673987501137,10.972059421579294
2007-01-03 00:00:00,2007-01-03 00:00:00,2007,1,3,0.9861709664795801,0.9994444958828685,10.980615925308266
2007-01-03 01:00:00,2007-01-03 01:00:00,2007,1,3,0.41050708927553503,0.9994211110304497,10.404718199580033
2007-01-03 02:00:00,2007-01-03 02:00:00,2007,1,3,0.9445592209848425,0.999397244204135,10.938531663026193
2007-01-03 03:00:00,2007-01-03 03:00:00,2007,1,3,0.5534784761287259,0.999372895415434,10.547207430283065
2007-01-03 04:00:00,2007-01-03 04:00:00,2007,1,3,0.21687682170174993,0.999348064676089,10.21035746846264
2007-01-03 05:00:00,2007-01-03 05:00:00,2007,1,3,0.42884383158646133,0.999322751998075,10.42207135156721
2007-01-03 06:00:00,2007-01-03 06:00:00,2007,1,3,0.5979206049490106,0.9992969573935987,10.590890178884997
2007-01-03 07:00:00,2007-01-03 07:00:00,2007,1,3,0.9366456071401449,0.9992706808750998,10.929352415891143
2007-01-03 08:00:00,2007-01-03 08:00:00,2007,1,3,0.7921123114427885,0.9992439224552503,10.784551535995291
2007-01-03 09:00:00,2007-01-03 09:00:00,2007,1,3,0.44083092013091474,0.9992166821469545,10.43299774160046
2007-01-03 10:00:00,2007-01-03 10:00:00,2007,1,3,0.629780152827095,0.999188959963349,10.621669752460585
2007-01-03 11:00:00,2007-01-03 11:00:00,2007,1,3,0.9297826541985393,0.9991607559178031,10.92139021337657
2007-01-03 12:00:00,2007-01-03 12:00:00,2007,1,3,0.7839619039466663,0.9991320700239181,10.775282604185849
2007-01-03 13:00:00,2007-01-03 13:00:00,2007,1,3,0.9298844110763554,0.9991029022955281,10.920913434031636
2007-01-03 14:00:00,2007-01-03 14:00:00,2007,1,3,0.06307672163687916,0.9990732527466991,10.05380924910387
2007-01-03 15:00:00,2007-01-03 15:00:00,2007,1,3,0.1505123056769525,0.9990431213917298,10.14094351959425
2007-01-03 16:00:00,2007-01-03 16:00:00,2007,1,3,0.9041834043112882,0.9990125082451511,10.8943084867628
2007-01-03 17:00:00,2007-01-03 17:00:00,2007,1,3,0.310984986678411,0.9989814133217262,10.300799119895673
2007-01-03 18:00:00,2007-01-03 18:00:00,2007,1,3,0.4894420348733517,0.9989498366364509,10.47894040123786
2007-01-03 19:00:00,2007-01-03 19:00:00,2007,1,3,0.9241734871468129,0.998917778204553,10.913351269192344
2007-01-03 20:00:00,2007-01-03 20:00:00,2007,1,3,0.4656369367494819,0.9988852380414929,10.45448931716441
2007-01-03 21:00:00,2007-01-03 21:00:00,2007,1,3,0.6580524850383846,0.998852216162963,10.646574646668014
2007-01-03 22:00:00,2007-01-03 22:00:00,2007,1,3,0.5991380457716505,0.9988187125848885,10.587325171620536
2007-01-03 23:00:00,2007-01-03 23:00:00,2007,1,3,0.587246839439818,0.9987847273234264,10.575094112674082
2007-01-04 00:00:00,2007-01-04 00:00:00,2007,1,4,0.5503374940426619,0.9987502603949663,10.537840097992325
2007-01-04 01:00:00,2007-01-04 01:00:00,2007,1,4,0.12308025624937657,0.9987153118161298,10.110233374410676
2007-01-04 02:00:00,2007-01-04 02:00:00,2007,1,4,0.48371840704013946,0.9986798816037711,10.47051722307785
2007-01-04 03:00:00,2007-01-04 03:00:00,2007,1,4,0.15579734553087543,0.9986439697749765,10.14223704328064
2007-01-04 04:00:00,2007-01-04 04:00:00,2007,1,4,0.9185395423567839,0.9986075763470647,10.90461530582743
2007-01-04 05:00:00,2007-01-04 05:00:00,2007,1,4,0.8136801013036076,0.9985707013375863,10.79938711467947
2007-01-04 06:00:00,2007-01-04 06:00:00,2007,1,4,0.2870303294829396,0.9985333447643246,10.272363777126186
2007-01-04 07:00:00,2007-01-04 07:00:00,2007,1,4,0.6423901200974785,0.9984955066452949,10.627345186550428
2007-01-04 08:00:00,2007-01-04 08:00:00,2007,1,4,0.10184689607909225,0.9984571869987445,10.086418766066537
2007-01-04 09:00:00,2007-01-04 09:00:00,2007,1,4,0.26622601545456137,0.9984183858431536,10.250409873886097
2007-01-04 10:00:00,2007-01-04 10:00:00,2007,1,4,0.5196909931075511,0.9983791031972338,10.503482025079888
2007-01-04 11:00:00,2007-01-04 11:00:00,2007,1,4,0.3936485396394904,0.9983393390799294,10.377041930438786
2007-01-04 12:00:00,2007-01-04 12:00:00,2007,1,4,0.7739475116278708,0.9982990935104169,10.75693844673204
2007-01-04 13:00:00,2007-01-04 13:00:00,2007,1,4,0.3054802444791598,0.9982583665081046,10.288063909560206
2007-01-04 14:00:00,2007-01-04 14:00:00,2007,1,4,0.9925944852988604,0.9982171580926334,10.974766066225195
2007-01-04 15:00:00,2007-01-04 15:00:00,2007,1,4,0.4828532503983519,0.9981754682838762,10.464607933237113
2007-01-04 16:00:00,2007-01-04 16:00:00,2007,1,4,0.5468073659299225,0.9981332971019379,10.528140336949301
2007-01-04 17:00:00,2007-01-04 17:00:00,2007,1,4,0.49528275068962335,0.9980906445671558,10.476189196361181
2007-01-04 18:00:00,2007-01-04 18:00:00,2007,1,4,0.032717191888894215,0.9980475107000991,10.013192298889885
2007-01-04 19:00:00,2007-01-04 19:00:00,2007,1,4,0.4589103634756847,0.9980038955215694,10.438949318691378
2007-01-04 20:00:00,2007-01-04 20:00:00,2007,1,4,0.3478213397611365,0.9979597990526001,10.327419330287137
2007-01-04 21:00:00,2007-01-04 21:00:00,2007,1,4,0.10868309979115764,0.9979152213144571,10.087835312935729
2007-01-04 22:00:00,2007-01-04 22:00:00,2007,1,4,0.42861334804431805,0.9978701623286378,10.407314971330695
2007-01-04 23:00:00,2007-01-04 23:00:00,2007,1,4,0.22766889353671727,0.9978246221168723,10.20591511470544
2007-01-05 00:00:00,2007-01-05 00:00:00,2007,1,5,0.40263422689345096,0.9977786007011223,10.380420233904674
2007-01-05 01:00:00,2007-01-05 01:00:00,2007,1,5,0.2355732765561046,0.997732098103582,10.212894257591925
2007-01-05 02:00:00,2007-01-05 02:00:00,2007,1,5,0.5797117509743166,0.9976851143466773,10.55656289444109
